id,lat,long
178,-27.3718569,-53.7583354
179,-26.9902766,-53.536514
180,-29.0517968,-51.229914
181,-25.1295806,-50.149827
182,-13.1197831,-60.558872
183,-26.3877868,-53.5297528
184,-1.4659558,-48.4612368
185,-1.4549906,-48.4806004
186,-29.9134772,-51.1801082
187,-31.7550685,-52.3620134
188,-26.050795,-48.8347374
189,-22.7663634,-43.3348977
190,-29.8821326,-50.5242208
191,-24.4382621,-53.6015526
192,-29.7332387,-51.5375822
193,-31.7641424,-52.3380571
194,-25.4874274,-49.2702191
195,-23.4219032,-46.4943357
196,-25.4893903,-49.2056164
197,-25.4086668,-49.2511998
198,-27.4855393,-51.8545163
199,-22.9309567,-53.1325968
200,-29.6769519,-52.8313051
201,-30.6463346,-53.5827618
202,-10.5060624,-39.0092396
203,-25.3180518,-54.181802
204,-31.7214962,-52.341382
205,-21.7093261,-43.4367834
206,-6.1758194,-42.0513332
207,-27.4171077,-50.3131234
208,-25.4445077,-49.2816114
209,-24.4382621,-53.6015526
210,-27.8031226,-50.3140042
211,-25.4471467,-49.0652968
212,-23.5193111,-51.7282792
213,-29.2083008,-51.3943128
214,-26.4875433,-48.9864898
215,-29.719618,-52.430563
216,-29.9551124,-51.62524
217,-25.4733444,-48.8272131
218,-23.0983815,-49.9682512
219,-27.6275459,-48.6351288
220,-29.6560618,-50.2302611
221,-15.7531789,-48.3078624
222,-22.4436524,-46.8095467
223,-28.2623364,-52.413252
224,-25.5129773,-54.557436
225,-26.9161877,-48.6545538
226,-30.027947,-52.9083245
227,-29.7676523,-51.1422051
228,-22.5621768,-47.4521041
229,-29.4502864,-51.9964368
230,-16.4183829,-50.0948675
231,-29.4895421,-51.9705179
232,-31.760941,-52.3413822
233,-5.1004059,-42.7393724
234,2.8188711,-60.7272462
235,-24.3044302,-49.6785519
236,-28.2314942,-53.6268558
237,-29.7577007,-57.085114
238,-28.3063462,-54.2620416
239,-25.46277,-50.0424484
240,-28.5708718,-52.8584693
241,-29.8152022,-51.1350187
242,-29.1554035,-51.1807622
243,-24.3303176,-51.314349
244,-23.0185465,-47.8625244
245,-24.9462391,-54.1035251
246,-26.8701406,-52.017571
247,-23.2889873,-51.1650768
248,-26.0513179,-53.6786603
249,-22.7663634,-43.3348977
250,-22.7663634,-43.3348977
251,-23.2148354,-50.830499
252,-1.4434665,-48.4749779
253,-27.196125,-52.1925206
254,-29.5119579,-51.915752
255,-27.102541,-48.9416961
256,-25.293779,-49.222073
257,-28.4814414,-49.3215636
258,-2.5384646,-44.2484646
259,-1.3762348,-48.454992
260,-29.7916765,-51.1474865
261,-30.0793527,-51.2114936
262,-12.9647616,-38.4567326
263,-27.0828366,-48.9007659
264,-29.5713588,-52.1058566
265,-25.4886941,-54.5601608
266,-25.4641446,-50.6261903
267,-22.7333302,-47.6338306
268,-23.5157056,-51.8194513
269,-32.0367336,-52.099706
270,-26.2817864,-48.8145944
271,-25.4122763,-49.3126808
272,-28.6765202,-49.3672189
273,-21.8887355,-45.5334041
274,-30.0396,-52.926163
275,-27.8144315,-50.3281876
276,-30.1123852,-51.3117129
277,-23.2548918,-51.0622448
278,-27.9983338,-52.666496
279,-26.1467052,-50.5241588
280,-29.8233639,-51.1533134
281,-30.0240131,-51.1814172
282,-29.1739296,-51.1520058
283,-29.3581442,-51.9739516
284,-24.231279,-54.0575748
285,-13.1644215,-39.4330874
286,-25.3847074,-51.4631217
287,-29.9400087,-51.1761877
288,-27.101355,-52.614606
289,-27.618773,-48.4731044
290,-28.363785,-54.2682294
291,-1.4319534,-48.464825
292,-30.0793527,-51.2114936
293,-29.5769279,-54.2680338
294,-30.1123852,-51.3117129
295,-32.0325358,-52.0977174
296,-28.7225554,-51.9355359
297,-25.4723144,-49.2809766
298,-30.6463346,-53.5827618
299,-16.785695,-49.4161118
300,-25.5422365,-49.1973901
301,-23.7367077,-51.9811834
302,-29.1902046,-51.5295439
303,-1.6276657,-47.4818517
304,-25.8534174,-49.193635
305,-22.845172,-53.323631
306,-22.3457917,-46.9477278
307,-20.5350594,-54.6705214
308,-26.8025518,-49.088659
309,-16.6181451,-51.08857
310,-29.0517968,-51.229914
311,-30.060006,-51.2219591
312,-29.9407616,-50.9933744
313,-25.460494,-49.5470939
314,-29.9560342,-50.9777795
315,-1.454996,-48.5024706
316,-22.7663634,-43.3348977
317,-25.4461553,-49.2664018
318,-28.9408405,-51.5485214
319,-22.7663634,-43.3348977
320,-24.7305181,-53.2584745
321,-29.9204496,-51.1761866
322,-23.4081939,-51.1441685
323,-28.6257342,-49.343138
324,-28.7002902,-49.437069
325,-27.8579323,-54.4537941
326,-27.1071872,-52.6226186
327,-27.2033068,-49.6401514
328,-29.1741062,-49.7562856
329,-22.7598019,-51.6613505
330,-27.3871832,-49.5949143
331,-23.8498903,-52.8694612
332,-29.1673558,-51.1840346
333,-28.308268,-54.2613593
334,-26.9658281,-52.2169187
335,-26.2944392,-53.5886159
336,-29.9958361,-51.2023378
337,-21.8984073,-52.1490961
338,-28.2615324,-52.4059268
339,-27.6517704,-52.2815728
340,-30.0764919,-51.235704
341,-1.4031382,-48.4606124
342,-29.5119579,-51.915752
343,-23.3245759,-51.5648249
344,-21.8957244,-47.3730506
345,-25.8960368,-48.6308058
346,-31.1151852,-54.5562961
347,-25.4278264,-49.2847768
348,-29.8781114,-51.1461284
349,-22.8579843,-51.9468075
350,-12.2425184,-38.9655023
351,-27.5966,-48.554914
352,-5.373235,-49.1126636
353,-27.7044698,-53.9713503
354,-29.7916765,-51.1474865
355,-27.5704833,-48.6175898
356,-29.8377093,-51.1716107
357,-26.2853613,-48.8447708
358,-29.3612933,-50.8346635
359,-23.7077625,-51.6417763
360,-30.0516732,-51.21738
361,-22.9071054,-47.0589104
362,-24.9436728,-53.466903
363,-29.6670152,-51.265133
364,-22.7663634,-43.3348977
365,-18.8793078,-48.2661064
366,-29.5563098,-55.114139
367,-28.6279828,-50.4308159
368,-29.7595205,-51.156586
369,-25.4572764,-49.531182
370,-23.4932274,-49.9069856
371,-28.9408405,-51.5485214
372,-29.6174815,-51.1615051
373,-29.1902046,-51.5295439
374,-1.3979382,-48.423779
375,-29.5790845,-53.4491582
376,-23.6698572,-46.4654254
377,-27.1372818,-52.0524128
378,-29.6394346,-50.8398152
379,-30.053136,-51.2141095
380,-25.4402964,-49.2619779
381,-21.4093762,-48.5489433
382,-30.0425846,-51.215418
383,-29.993558,-50.2000432
384,-23.4520605,-51.860198
385,-25.4402964,-49.2619779
386,-30.02509,-52.9338193
387,-23.1146193,-51.537061
388,-28.2692099,-52.4278989
389,-15.9032955,-48.4054717
390,-25.3180518,-54.181802
391,-26.765317,-53.1845338
392,-23.0983815,-49.9682512
393,-30.020537,-51.1944939
394,-29.9029366,-51.1774935
395,-17.7894412,-50.9354742
396,-26.5422359,-48.9159594
397,-25.4067079,-49.267672
398,-18.9489888,-51.9088121
399,-31.7512904,-52.3134564
400,-29.993558,-50.2000432
401,-26.8808552,-52.8600697
402,-23.3242182,-51.1539705
403,-29.6620265,-51.122617
404,-26.2325314,-49.4008633
405,-29.1902046,-51.5295439
406,-26.9180096,-49.0640344
407,-29.6829158,-51.132406
408,-27.1033801,-52.6780652
409,-4.2313546,-44.7826438
410,-25.4799867,-54.4999
411,-26.939057,-52.4129351
412,-29.8821326,-50.5242208
413,-26.914769,-48.965757
414,-28.6004809,-55.8165387
415,-29.1499091,-54.7221758
416,-30.020537,-51.1944939
417,-26.8498194,-52.4179258
418,-25.0816751,-50.1813256
419,-26.9898651,-48.6094556
420,-26.3368996,-48.8321953
421,-24.2305714,-51.2705523
422,-25.445756,-49.2556389
423,-24.9609256,-53.4642165
424,-25.7980748,-48.5397399
425,-29.5713588,-52.1058566
426,-27.768783,-51.6663034
427,-29.0982255,-49.6312081
428,-30.0269221,-52.9089962
429,-30.0019267,-51.1546253
430,-29.9163046,-51.1801083
431,-11.3828761,-41.8311297
432,-27.0683837,-52.6333036
433,-25.6151138,-48.4401872
434,-27.9768867,-49.5776964
435,-26.3939919,-52.7315485
436,-24.9510729,-53.5040652
437,-26.8915912,-49.249999
438,-27.6592306,-52.4998559
439,-23.4323121,-51.9527286
440,-23.8882497,-50.5549719
441,-27.8210574,-50.3314128
442,-28.6369494,-52.9505796
443,-25.5014313,-49.2379006
444,-1.4442684,-48.4731038
445,-30.0493347,-51.2049536
446,-30.9075944,-51.8140583
447,-28.6763839,-49.3715244
448,-30.0581082,-50.2209149
449,-20.4541681,-54.6129226
450,-29.1843041,-51.2154176
451,-25.5031868,-49.274038
452,-26.3293084,-48.8523175
453,-20.783345,-47.0854991
454,-25.6334808,-53.348106
455,-30.0285661,-51.2239216
456,-23.6837879,-51.7483089
457,-29.1902046,-51.5295439
458,-27.9983338,-52.666496
459,-29.5269547,-50.780605
460,-28.8508043,-51.8934645
461,-30.0288313,-51.1794547
462,-30.0285661,-51.2239216
463,-23.3036066,-51.1474316
464,-2.9929188,-47.3553598
465,-28.1840895,-54.5331926
466,-6.783333,-51.783333
467,-29.9927233,-51.1605187
468,-29.455061,-49.919972
469,-25.4064888,-49.3253601
470,-23.4411984,-51.8727481
471,-17.7894412,-50.9354742
472,-23.25,-55.516667
473,-1.4639587,-48.4937216
474,-29.7254134,-52.4285648
475,-28.8530142,-52.2461973
476,-25.0814761,-50.1806781
477,-27.3565872,-53.355571
478,-5.060141,-42.7589083
479,-15.7531789,-48.3078624
480,-28.3197622,-50.9289458
481,-29.8482516,-51.1755326
482,-29.3363386,-49.8061893
483,-29.9397111,-51.1513568
484,-29.3544245,-51.778538
485,-29.0982255,-49.6312081
486,-5.1435272,-42.7875882
487,-23.2889873,-51.1650768
488,-25.4144905,-49.2778063
489,-26.8836748,-49.0823448
490,-25.5080504,-49.1847375
491,-28.6777314,-49.3672188
492,-27.0989483,-51.5768711
493,-29.7063946,-53.8558008
494,-29.5119579,-51.915752
495,-23.6600015,-51.9902019
496,-27.047504,-52.3387225
497,-25.4207871,-51.4803884
498,-24.0404578,-52.3753116
499,-24.6483566,-51.9338441
500,-31.7653628,-52.3839798
501,-28.2626687,-52.4172451
502,-29.8781114,-51.1461284
503,-30.1123852,-51.3117129
504,-27.6770607,-54.106951
505,-25.0761212,-50.1594526
506,-28.29985,-54.2654558
507,-25.4010882,-49.2543682
508,-24.2837362,-51.6281678
509,-28.2669926,-52.4298984
510,-2.4202502,-54.7048256
511,-25.0913094,-50.1273275
512,-30.0142992,-51.2167268
513,-27.8999211,-48.9560525
514,-24.4188956,-53.8683486
515,-23.7077625,-51.6417763
516,-29.6804676,-49.9931417
517,-22.7663634,-43.3348977
518,-28.2626687,-52.4172451
519,-2.5372231,-44.2324963
520,-25.6497796,-49.3087875
521,-29.6891978,-51.1304462
522,-28.2576577,-52.416585
523,-27.5843618,-48.5825281
524,-13.1844084,-42.1177396
525,-1.340044,-48.4475015
526,-23.4081939,-51.1441685
527,-27.0969386,-53.3973575
528,-27.5983717,-48.5512419
529,-29.1554035,-51.1807622
530,-27.5677826,-51.6682789
531,-30.0243376,-51.1990689
532,-25.0971166,-50.1800388
533,-27.7044698,-53.9713503
534,-26.918895,-49.0665588
535,-1.4672988,-48.4856002
536,-17.3942377,-50.3829165
537,-22.7663634,-43.3348977
538,-25.392393,-51.4664038
539,-25.4784178,-49.1664027
540,-23.7400231,-52.5812644
541,-3.7357544,-38.4994422
542,-29.7166885,-52.4358909
543,-28.9913955,-51.8371746
544,-26.3580768,-49.9142688
545,-23.1146193,-51.537061
546,-22.3232298,-49.0741354
547,-30.047104,-52.8935766
548,-28.1840895,-54.5331926
549,-27.9983338,-52.666496
550,-25.4064888,-49.3253601
551,-28.3197622,-50.9289458
552,-21.1895336,-45.4463142
553,-26.3999599,-49.5420495
554,-25.5262392,-48.5230997
555,-30.0636704,-51.1755714
556,-25.4533835,-49.5299117
557,-25.6730188,-53.1702278
558,-24.0413675,-52.3773077
559,-23.0194427,-50.0983984
560,-26.3055114,-48.848544
561,-27.0978854,-48.9158752
562,-30.1072971,-51.2245752
563,-17.8251344,-53.2798384
564,-30.4027917,-54.4494924
565,-25.4449305,-49.2828759
566,-29.1646697,-51.1670362
567,-27.2043573,-50.4917417
568,-26.7286339,-53.526163
569,-25.5408122,-54.5827683
570,-25.4591155,-49.2822444
571,-26.32084,-48.8152232
572,-29.1902046,-51.5295439
573,-29.9551124,-51.62524
574,-23.3205211,-50.0624729
575,-29.1655649,-51.1788033
576,-27.9463862,-51.8120046
577,-24.0454196,-52.3826308
578,-25.4025546,-52.4185766
579,-31.3294742,-54.1067129
580,-23.5615052,-46.6449805
581,-29.1405624,-51.1311588
582,-28.9839403,-51.0593992
583,-29.6729695,-51.0527826
584,-28.9918892,-51.9144191
585,-26.4875433,-48.9864898
586,-27.916077,-52.3055074
587,-26.2224359,-52.67606
588,-25.5129773,-54.557436
589,-27.3607176,-53.6655552
590,-28.1241384,-54.8977375
591,-20.325851,-48.3491981
592,-31.33344,-54.1365696
593,-30.0218318,-51.1964561
594,-29.7332387,-51.5375822
595,-8.1083154,-34.8982775
596,-23.3318739,-51.1709573
597,-25.4533835,-49.5299117
598,-29.696453,-53.8169524
599,-23.2794285,-52.6174525
600,-22.7663634,-43.3348977
601,-28.236805,-52.433229
602,-26.7555104,-49.1828706
603,-29.8183326,-50.0495803
604,-29.6844592,-51.1304463
605,-29.5884977,-50.7626686
606,-23.7400231,-52.5812644
607,-25.5129773,-54.557436
608,-31.7639918,-52.3413824
609,-26.289959,-48.8737213
610,-30.054474,-51.1879562
611,-29.9838459,-51.1977605
612,-25.3997339,-49.2372681
613,-26.9215322,-49.1158229
614,-29.9160737,-51.1977654
615,-24.9305492,-51.9329849
616,-27.2686426,-48.9209344
617,-29.6900751,-51.137923
618,-22.5960615,-47.4086082
619,-28.7225554,-51.9355359
620,-28.0982884,-51.2239363
621,-29.1902046,-51.5295439
622,-24.6483566,-51.9338441
623,-28.7249995,-51.7042784
624,-24.52861,-51.652779
625,-22.970089,-51.656824
626,-29.922799,-50.9791153
627,-26.1467052,-50.5241588
628,-29.0517968,-51.229914
629,-23.632021,-52.4639868
630,-25.4777028,-49.2309364
631,-8.0749636,-34.8895312
632,-29.2028618,-50.5561179
633,-2.5134012,-44.2256253
634,-27.4311873,-52.1275481
635,-31.7454597,-52.3453729
636,-25.4207871,-51.4803884
637,-25.3466923,-49.2094148
638,-22.431427,-46.9552648
639,-25.4310802,-49.2505662
640,-23.4081939,-51.1441685
641,-30.0445163,-52.8989396
642,-24.1382554,-52.7641656
643,-25.4504638,-49.2651446
644,-29.6729695,-51.0527826
645,-29.3581442,-51.9739516
646,-15.7531789,-48.3078624
647,-26.3923853,-49.0918314
648,-30.0396,-52.926163
649,-28.734951,-52.8359586
650,-27.3565872,-53.355571
651,-29.9916957,-51.101059
652,-5.1432784,-42.7918516
653,-26.8701406,-52.017571
654,-30.0937388,-53.6190765
655,-30.0420919,-51.2278459
656,-28.2576577,-52.416585
657,-1.409678,-48.4387577
658,-26.2025757,-51.0743491
659,-29.3345098,-50.8105681
660,-25.4718432,-49.2873214
661,-28.2314942,-53.6268558
662,-15.7531789,-48.3078624
663,-26.2422453,-52.704133
664,-28.4714562,-48.8153431
665,-26.2224359,-52.67606
666,-1.4570058,-48.4493715
667,-29.3363386,-49.8061893
668,-29.3526984,-53.6190893
669,-22.9097069,-47.0481046
670,-27.8127144,-50.3249632
671,-30.0344669,-51.216072
672,-25.4481042,-49.2892139
673,-29.1673602,-51.1801082
674,-18.9489888,-51.9088121
675,-29.4485785,-51.8154935
676,-29.3345098,-50.8105681
677,-26.5034658,-49.0956122
678,-27.35974,-53.4067245
679,-24.7859623,-49.989898
680,-23.5992577,-51.5766799
681,-25.405867,-49.3240806
682,-25.0871029,-54.2454086
683,-24.5769069,-53.9759139
684,-29.691637,-53.8155947
685,-31.7512904,-52.3134564
686,-30.6572913,-51.4612171
687,-30.040991,-51.2108396
688,-29.7024936,-52.4292308
689,-29.6178646,-53.4471614
690,-28.4128588,-53.323455
691,-29.7628466,-57.085114
692,-29.68651,-53.7993096
693,-30.050278,-51.2049578
694,-23.7147616,-50.7294999
695,-29.7555204,-57.0886371
696,-25.5204628,-49.2054034
697,-1.4583587,-48.4687311
698,-30.0937388,-53.6190765
699,-23.8704671,-50.098344
700,-31.8848019,-51.747544
701,-26.4992106,-51.0621074
702,-29.5045371,-50.9819156
703,-27.8505768,-53.7759728
704,-30.2607404,-52.4093447
705,-25.4485072,-49.258801
706,-28.6923989,-49.1011342
707,-29.534922,-49.9151489
708,-30.027947,-52.9083245
709,-25.4122763,-49.3126808
710,-29.6845806,-53.8230598
711,-29.7254134,-52.4285648
712,-15.7531789,-48.3078624
713,-25.3965464,-51.4677173
714,-2.5134012,-44.2256253
715,-26.6266198,-49.1423645
716,-30.1443201,-52.0462808
717,-26.914769,-48.965757
718,-25.4370529,-49.2442352
719,-31.7619065,-52.3367306
720,-25.5281208,-49.2683025
721,-27.66248,-54.4369341
722,-27.6072627,-48.5431282
723,-30.0137054,-51.014746
724,-27.4171077,-50.3131234
725,-23.4245542,-51.8958722
726,-25.9687206,-52.7974527
727,-25.8960368,-48.6308058
728,-23.698553,-53.2935595
729,-30.0459779,-51.2016844
730,-25.4389034,-49.2664059
731,-7.4453117,-40.6582578
732,-28.2386876,-51.499416
733,-23.6241359,-50.1732839
734,-22.7663634,-43.3348977
735,-30.0409424,-51.1984144
736,-23.4177125,-50.9942835
737,-30.0348044,-51.2095314
738,-1.4415102,-48.4724807
739,-30.054474,-51.1879562
740,-28.68595,-49.4230923
741,-23.2794285,-52.6174525
742,-29.7916765,-51.1474865
743,-26.0878205,-52.6253584
744,-28.9918892,-51.9144191
745,-31.3937182,-52.6847594
746,-24.0454196,-52.3826308
747,-29.3345098,-50.8105681
748,-27.2033068,-49.6401514
749,-27.9460016,-52.4278994
750,-26.9187822,-49.069717
751,-27.8031226,-50.3140042
752,-29.1902046,-51.5295439
753,-30.070662,-51.0671324
754,-27.6517704,-52.2815728
755,-27.166668,-51.516666
756,-22.355168,-47.3841844
757,-28.6004809,-55.8165387
758,-26.8805933,-48.6491239
759,-16.6181451,-51.08857
760,-28.6431576,-53.0841745
761,-30.0828186,-51.0305847
762,-25.519081,-49.2942832
763,-25.4064888,-49.3253601
764,-25.405867,-49.3240806
765,-30.0293472,-51.2199962
766,-15.7531789,-48.3078624
767,-27.4311873,-52.1275481
768,-28.4714562,-48.8153431
769,-29.7253369,-51.1618084
770,-22.7663634,-43.3348977
771,-25.2833213,-54.0978972
772,-27.5895086,-48.5012221
773,-24.9825051,-51.5617267
774,-29.7660428,-51.1467788
775,-29.1680946,-51.1845415
776,-23.0194427,-50.0983984
777,-26.3177699,-48.8365965
778,-28.9918892,-51.9144191
779,-23.2820003,-51.2802015
780,-24.0484151,-53.7946418
781,-26.2903362,-48.8907067
782,-23.3149743,-51.1644216
783,-26.9143642,-49.0501478
784,-29.9564145,-51.1643406
785,-12.3994946,-38.3475049
786,-29.9139646,-51.0430095
787,-27.5595844,-48.5056156
788,-32.0347673,-52.1003683
789,-27.1097236,-52.616609
790,-27.4902686,-48.6891065
791,-26.7555104,-49.1828706
792,-20.8021482,-49.1362068
793,-22.3674905,-46.9440864
794,-27.0967814,-52.6186069
795,-31.7641424,-52.3380571
796,-26.8498194,-52.4179258
797,-30.0636704,-51.1755714
798,-23.4427056,-51.8720876
799,-27.0366978,-50.9728478
800,-26.4856828,-49.0779286
801,-23.2900004,-51.2304661
802,-27.5814026,-48.5568799
803,-22.3728601,-46.9361984
804,-30.0851754,-51.2180446
805,-25.5339262,-48.5331124
806,-23.1139073,-46.5529792
807,-30.1072971,-51.2245752
808,-19.4638975,-42.5589266
809,-18.0645137,-50.203846
810,-25.46277,-50.0424484
811,-25.8273899,-48.541001
812,-27.5503624,-48.5037218
813,-28.6833135,-49.376749
814,-19.7348204,-47.9867871
815,-26.1687521,-52.6713869
816,-25.4324556,-49.193117
817,-25.8970182,-53.0714448
818,-30.1123852,-51.3117129
819,-23.2871539,-51.2533755
820,-25.7279311,-53.7593651
821,-27.6517704,-52.2815728
822,-16.785695,-49.4161118
823,-28.4714562,-48.8153431
824,-22.441196,-46.9701876
825,-5.1185539,-42.8083257
826,-29.1673558,-51.1840346
827,-26.0878205,-52.6253584
828,-19.90635,-43.9693024
829,-30.0604719,-51.1755325
830,-25.4504638,-49.2651446
831,-28.6411553,-53.6034809
832,-24.705575,-54.2426784
833,-29.1701978,-51.1900069
834,-29.5400736,-52.5191915
835,-29.6804676,-49.9931417
836,-29.5045371,-50.9819156
837,-28.4875312,-49.0129226
838,-27.0810332,-53.0277679
839,-29.4783155,-51.3063981
840,-22.7818449,-52.8739651
841,-24.9471976,-53.4095051
842,-25.3965464,-51.4677173
843,-25.5201581,-48.5093462
844,-16.6181451,-51.08857
845,-26.3410481,-51.038615
846,-18.7801089,-46.2799636
847,-26.2066982,-48.9108384
848,-30.6463346,-53.5827618
849,-30.6463346,-53.5827618
850,-27.0366978,-50.9728478
851,-29.1902046,-51.5295439
852,-32.1766467,-52.1680068
853,-1.2843011,-48.3951599
854,-30.0126284,-51.1435114
855,-14.8358717,-41.6949107
856,-24.2663474,-53.8156672
857,-31.2149324,-53.8371829
858,-25.411394,-49.2556347
859,-26.7396322,-52.9673467
860,-1.4284102,-48.4587394
861,-29.413313,-52.9895099
862,-29.8849745,-51.2160717
863,-27.2033068,-49.6401514
864,-23.4656212,-52.5623288
865,-1.4548528,-48.4799782
866,-1.1376178,-46.8109254
867,-22.7409285,-47.3280169
868,-29.2105461,-51.1951451
869,-27.0952057,-52.632637
870,-22.7663634,-43.3348977
871,-27.196125,-52.1925206
872,-26.3410481,-51.038615
873,-31.3937182,-52.6847594
874,-27.8196349,-50.3230286
875,-25.59452,-54.511572
876,-29.6804676,-49.9931417
877,-30.026091,-51.1690255
878,-26.9180096,-49.0640344
879,-29.7274251,-52.2842076
880,-32.0610026,-52.1308674
881,-26.160491,-49.832653
882,-30.1456673,-51.210841
883,-25.4772937,-49.5292747
884,-25.4290549,-49.2664024
885,-23.6206419,-50.1620252
886,-23.0983815,-49.9682512
887,-30.0585318,-51.2252295
888,-25.4011938,-49.2068822
