id,nu_ddd_farmacia,nu_telefone_farmacia,nu_cep_farmacia
9350,35,9944-651,37546000
9351,34,38314481,38740000
9352,16,36030154,14095000
9353,32,32210242,36880000
9354,11,32747400,40260001
9355,35,3732-206,37559000
9356,31,38259097,35164165
9357,31,3833-512,35935000
9358,21,2632-114,25940000
9359,27,37251181,29690000
9360,31,33971176,32185120
9361,35,33462824,37440000
9362,24,22711113,25880000
9363,21,27071600,24440400
9364,33,33561435,35146000
9365,61,33522107,72010080
9366,44,35284617,85935000
9367,11,37695678,93310003
9368,11,50443745,4621002
9369,31,32825316,30130050
9370,61,32440649,70354540
9371,17,33862144,15820000
9372,69,34415466,78976230
9373,31,37732373,35700007
9374,51,32317029,90150005
9375,33,33511730,35350000
9376,37,3421-111,35595000
9377,17,33421319,14700444
9378,22,38612732,28570000
9379,16,32048318,14870325
9380,83,32354841,58051000
9381,21,2747-421,24890000
9382,11,32747400,41810315
9383,31,34175000,30850230
9384,35,35218151,37900001
9385,11,37695736,15800020
9386,31,37121532,35720000
9387,11,37695736,22410003
9388,33,33266477,35326000
9389,15,32514190,18270200
9390,11,32747400,24020081
9391,61,32942598,13092123
9392,65,3548-942,78455000
9393,34,32146344,38400015
9394,87,99166096,48630000
9395,18,3275-139,19500000
9396,16,39841064,14200000
9397,81,3631-094,55870000
9398,62,30984468,75110730
9399,53,32793279,96065290
9400,21,24071425,87080110
9401,16,37203777,14405342
9402,19,38796357,13190000
9403,19,35715245,13610831
9404,37,32871122,35515000
9405,83,99761071,58540000
9406,15,32373333,18013210
9407,31,33851739,30662430
9408,19,35714926,13610000
9409,62,3448-128,73890000
9410,17,35423403,14960000
9411,11,44964771,13295000
9412,33,35291347,45930000
9413,28,35371897,29280000
9414,61,33821405,71938540
9415,22,25227597,28610175
9416,69,33215781,76980000
9417,18,35513322,17780000
9418,33,33442469,36980000
9419,14,35222166,16400101
9420,66,35416706,78505000
9421,21,24071425,30640000
9422,31,38243765,35162216
9423,35,33431667,37443000
9424,44,8823-874,87701010
9425,16,32414000,15910000
9426,19,34444636,13487031
9427,21,33901828,20765171
9428,47,33544650,88350345
9429,11,32747400,74373270
9430,35,35511143,37800000
9431,19,34922645,13360000
9432,21,24071425,30430110
9433,17,36921177,15765000
9434,81,36310005,55870000
9435,19,38285985,13170234
9436,19,35614755,13631670
9437,31,34123695,30170010
9438,11,37695736,85900190
9439,54,35191686,99700000
9440,16,36681909,14390000
9441,21,24311081,22793081
9442,18,33412777,19880000
9443,34,32413141,38442239
9444,27,3722-273,29700130
9445,16,33823554,15990170
9446,21,27523000,20771001
9447,45,32531105,85930000
9448,34,32578455,38400096
9449,18,32621456,19300000
9450,31,32705911,30480000
9451,21,24722828,21921000
9452,31,33577944,32140220
9453,27,33405589,29121015
9454,34,38323400,38740000
9455,71,32321590,41710200
9456,32,32182471,36062130
9457,61,33452313,70386520
9458,21,2407-142,21350180
9459,15,32245500,13300055
9460,19,38138383,13973255
9461,62,34814076,73900000
9462,83,34931043,58990000
9463,11,67835766,3453000
9464,35,35431415,37993000
9465,71,33697926,42700000
9466,15,33254528,18103000
9467,15,32116897,18010060
9468,17,32275921,15080000
9469,34,32340900,38400434
9470,66,9971-252,78530000
9471,54,32931377,95240000
9472,32,37211409,36880000
9473,11,33472800,9981420
9474,35,34311901,37600000
9475,22,38241000,28300000
9476,32,3422-775,36770034
9477,24,22557798,25812462
9478,21,36142837,24470005
9479,31,33329333,30430510
9480,14,3282-175,17470000
9481,31,38429116,35170253
9482,31,32705911,30170122
9483,16,32422088,15910000
9484,19,38653015,13184420
9485,17,36611143,15790000
9486,94,8187-757,68537000
9487,18,38621140,17860000
9488,15,32174300,18043000
9489,34,33154000,38057000
9490,11,37695736,16010000
9491,31,38311938,35900000
9492,31,38173131,35430001
9493,66,35821223,78875000
9494,34,36714907,38800000
9495,21,24071425,35300000
9496,34,36311989,38950000
9497,22,38521842,28460000
9498,21,22605273,21050540
9499,17,34751208,15625000
9500,16,33728208,13560011
9501,21,2127101,24230102
9502,21,2407-142,36036000
9503,21,24134053,23052000
9504,11,3274-740,13416240
9505,35,32411336,37490000
9506,35,37221732,37701000
9507,11,47185972,18131769
9508,21,27523000,23097003
9509,37,34451806,35622000
9510,11,45227323,13209011
9511,33,34311341,39780000
9512,15,32245500,18043000
9513,35,9982937,37273000
9514,27,37681416,29845000
9515,15,32245500,13301000
9516,27,37224695,29700005
9517,16,31461102,14420000
9518,16,38303030,14500000
9519,31,34826369,31030010
9520,38,35213030,39670000
9521,27,33364925,29144080
9522,35,35621067,37860000
9523,61,33468161,70374530
9524,66,3521-263,78580000
9525,33,36212626,39860000
9526,64,36521266,75230000
9527,21,24153205,23050360
9528,17,36323963,15700000
9529,87,37881177,55430000
9530,14,34912561,17600005
9531,14,33821043,18870000
9532,61,35853633,72252500
9533,35,37361243,37880000
9534,32,3051-013,36270000
9535,31,35323336,3251000
9536,21,22196280,21210001
9537,27,32367627,29146390
9538,34,32214748,38060600
9539,64,36652273,76230000
9540,21,27523000,20730140
9541,18,33624642,19700000
9542,19,33512395,13604173
9543,11,41377061,67750000
9544,27,21245702,29165130
9545,79,3254-146,49160000
9546,11,32747400,12247280
9547,51,3664-132,95560000
9548,84,32742188,59570000
9549,21,24722828,21535501
9550,38,37312620,39260000
9551,35,38651477,37267000
9552,79,32554131,49036160
9553,32,32611352,36680000
9554,31,3871-142,35368000
9555,21,24071425,22440034
9556,34,38111585,38750000
9557,21,32716675,20031142
9558,19,35618999,13631110
9559,11,37695678,15015300
9560,12,36212544,12020050
9561,14,38422757,18650000
9562,31,3468-411,31015000
9563,21,24722956,22790700
9564,16,33236100,14055620
9565,24,24851022,26950000
9566,27,32571701,29670000
9567,32,32322115,36025001
9568,11,40751509,99911160
9569,11,47123038,18130375
9570,41,32665698,82930020
9571,44,36591874,87550000
9572,33,37341398,39625000
9573,53,32381000,96225000
9574,14,34710138,17400000
9575,75,36932397,44610000
9576,18,34011126,16880000
9577,64,34042722,75530050
9578,14,32223500,17010001
9579,32,35751372,36160000
9580,19,34431426,13486098
9581,17,38071104,15225000
9582,31,35431958,34400000
9583,45,3264-560,85884000
9584,73,32956232,45972000
9585,65,32662753,78250000
9586,83,33413434,58580000
9587,55,33661070,97685000
9588,11,47083054,18120000
9589,21,24722828,36013020
9590,31,32705911,34000000
9591,33,35211666,35170111
9592,34,32613252,38300078
9593,31,37695552,36400000
9594,71,33413744,41820460
9595,31,34282189,31230240
9596,35,37221669,37701000
9597,35,34541074,37566000
9598,32,3401-200,36700000
9599,45,35742791,85851000
9600,21,24018039,21840447
9601,43,33363867,86010010
9602,88,36571014,63650000
9603,11,40222960,13300150
9604,35,36222203,37502082
9605,35,33712202,37460000
9606,21,24722828,21921525
9607,16,38263050,14620000
9608,81,3621-690,55813820
9609,61,33848787,72405070
9610,19,34119933,13417530
9611,15,32174300,18043004
9612,17,32243040,15051000
9613,19,3857-922,13165000
9614,19,36413236,13880000
9615,11,40164960,13240000
9616,19,38630782,13974000
9617,12,31564650,12620000
9618,32,34414774,36700000
9619,55,3302-600,96530000
9620,17,36991186,15718000
9621,16,3246-119,14720000
9622,19,32764833,13042105
9623,51,35920187,93130000
9624,18,36222296,16025000
9625,31,38971280,36590000
9626,22,27581019,28400000
9627,65,3251-198,78285000
9628,61,36139810,72910000
9629,32,33330596,36200074
9630,27,32261900,29114480
9631,31,38220780,35162450
9632,21,24722828,21210671
9633,21,26938351,26520331
9634,27,33365180,29146201
9635,19,3782099,13468590
9636,11,32747417,18103000
9637,21,27101231,24230053
9638,21,26286356,24412000
9639,18,37881177,16950000
9640,62,3361-237,76360000
9641,51,3737-019,91010003
9642,16,33712388,13561070
9643,17,32129061,15025000
9644,31,32911741,30170122
9645,17,32751264,15150000
9646,65,32412122,78280000
9647,62,32916869,74515030
9648,71,33413318,41820021
9649,11,37695736,20551030
9650,94,3324-601,68501130
9651,21,32716675,21210153
9652,38,32158743,39402181
9653,34,32611540,38302008
9654,86,3276-321,64260000
9655,31,34927469,31255170
9656,19,36726990,13650000
9657,15,32831204,18500000
9658,27,31499009,29102040
9659,94,34331442,68385000
9660,14,32231657,17016080
9661,19,35624500,13630010
9662,21,32239000,22011040
9663,37,3523-195,35640000
9664,17,32119711,15015000
9665,31,3637-390,31980210
9666,37,32431688,35681146
9667,47,3252-000,88352001
9668,47,33278012,89010310
9669,67,34426400,79740000
9670,11,37695736,74075010
9671,11,37695736,20540004
9672,43,35691673,84925000
9673,49,34320282,89680000
9674,37,32811829,35560000
9675,31,32825331,30220060
9676,82,35513294,57200000
9677,15,32323782,18010080
9678,62,35511609,75240000
9679,11,37695678,22410000
9680,32,34412177,36700000
9681,16,3241-422,15910000
9682,21,2644-341,25955010
9683,31,36831227,35830000
9684,22,27784576,28860000
9685,32,34212467,36770071
9686,35,32924303,37130000
9687,62,3351-654,76515000
9688,35,33351755,37430000
9689,32,32614144,36680000
9690,21,24722828,24220215
9691,32,33536577,36320000
9692,11,45875330,13201760
9693,31,32868458,30320900
9694,32,32213963,36081090
9695,33,3529-130,45848000
9696,15,32392911,18078005
9697,19,38952831,13960000
9698,31,35323075,32650370
9699,49,32380008,88545000
9700,31,32825338,30310000
9701,35,32672224,37120000
9702,34,32423880,38440132
9703,11,32747400,17500020
9704,17,3587-728,15828000
9705,35,33431318,37443000
9706,51,32253741,90030001
9707,34,38516100,38810000
9708,15,35521737,18320000
9709,62,33210940,75054733
9710,13,33866511,11410192
9711,54,37125510,99700000
9712,37,32320903,35661177
9713,17,21386400,15890000
9714,32,32213932,36081690
9715,21,27019213,24717141
9716,31,32510786,36240000
9717,12,39418610,12227901
9718,32,36938969,36202179
9719,15,32171377,18043003
9720,33,3521-055,39800115
9721,49,35530136,89667000
9722,32,36938700,36200008
9723,22,38613021,28570000
9724,38,9822-700,38660000
9725,19,36521707,13860000
9726,16,33842006,15996040
9727,19,38743053,13140000
9728,71,33690911,42700000
9729,51,34937619,94410050
9730,32,35516681,36520000
9731,19,36081348,13720000
9732,21,2407-142,23520243
9733,21,2122421,20031200
9734,53,32285235,96055740
9735,16,39316360,14030260
9736,21,22240860,20011000
9737,44,34551127,87915000
9738,47,36551127,89480000
9739,21,2472-295,27600000
9740,73,32992149,45950000
9741,33,3529-134,39802000
9742,31,38731231,35367000
9743,19,36235968,13876100
9744,17,31217552,15010060
9745,27,3755-120,29850000
9746,31,34225461,31110570
9747,17,35711430,13950000
9748,35,34652401,37580000
9749,85,34470201,62760000
9750,21,24071425,30110067
9751,11,37695736,85810011
9752,22,27212002,28148000
9753,19,35451042,13510000
9754,31,32705911,32145480
9755,66,3521-109,78580000
9756,31,3534-516,32900000
9757,22,38510995,28470000
9758,19,38086883,13900005
9759,64,36571376,76245000
9760,51,34318088,94070000
9761,21,24071425,32010000
9762,41,33231429,80430180
9763,87,38731863,56280000
9764,27,21245702,29168600
9765,31,32705823,30260070
9766,33,3413,39765000
9767,84,33512324,59856000
9768,77,3455-262,46300000
9769,37,35212339,35600000
9770,27,32681656,29260000
9771,19,36715455,13700000
9772,14,32646295,18680020
9773,17,34216272,15500004
9774,18,39981130,19680000
9775,19,34055211,13468590
9776,21,24162225,23050360
9777,34,33337795,38010000
9778,17,33351410,14795000
9779,62,32757400,74823340
9780,11,62168960,3470040
9781,21,26834734,26600000
9782,31,34124112,31230250
9783,62,32511749,74215020
9784,51,30299020,91010006
9785,11,37695736,15900000
9786,33,33411981,36970000
9787,34,32513666,38320000
9788,31,3598-427,32400000
9789,31,32705851,31630000
9790,55,32510553,97700000
9791,22,38292115,28350000
9792,38,36764146,38610000
9793,35,36532418,37548000
9794,32,33611893,36280000
9795,83,32426755,58085000
9796,21,27171547,22291060
9797,21,27727908,25071181
9798,34,32256701,38411145
9799,98,32367630,65061510
9800,88,3696-127,62200000
9801,61,36311298,73801310
9802,11,37695678,89201601
9803,21,37116767,24736295
9804,47,36532010,89370000
9805,21,27061000,24450265
9806,31,38172862,35430003
9807,27,32541024,29157417
9808,19,38761809,13280000
9809,33,3022-203,35059090
9810,19,32555067,13025063
9811,17,33452613,14700120
9812,19,34551169,13457050
9813,55,3752-136,98465000
9814,19,36233777,13872600
9815,11,37695736,74230030
9816,43,96032167,84285000
9817,62,32487802,74915906
9818,18,38711128,17980000
9819,71,33939107,41253190
9820,47,30355607,89020000
9821,45,30381080,85807550
9822,38,35614897,38770000
9823,38,32331545,39580000
9824,18,38419080,17890000
9825,33,37378180,39642000
9826,34,32324917,38400712
9827,21,32716675,21931242
9828,65,36418659,78050000
9829,34,33214748,38010370
9830,62,3319-186,75064780
9831,11,37695736,14500000
9832,44,34234662,87705190
9833,11,32747400,21840447
9834,37,35511142,35610000
9835,32,32145521,36070010
9836,38,35411155,39150000
9837,28,35481177,29398000
9838,18,37224728,16901025
9839,27,32640473,29901290
9840,63,33541443,77490000
9841,41,3603-108,83560000
9842,67,33616413,79112000
9843,21,24071425,36025290
9844,19,3413-733,13405218
9845,19,38866060,13280000
9846,67,2106245,79094560
9847,17,33423876,14701300
9848,82,99785966,57980000
9849,19,32523522,13010050
9850,54,3541-112,99615000
9851,27,32584000,29680000
9852,31,25556745,31150570
9853,14,36532141,17380000
9854,21,24071425,21021480
9855,32,35531233,36525000
9856,34,32110733,38400718
9857,32,33541449,36340000
9858,22,27683147,27998000
9859,37,33222727,35570000
9860,27,32221573,29042763
9861,83,32299500,58304500
9862,83,32813475,58360000
9863,11,44214896,90700900
9864,37,32261955,35519000
9865,34,99978873,38260000
9866,31,3535-299,32900000
9867,24,24311609,27175000
9868,75,36817140,44345000
9869,11,44127414,12940750
9870,34,33121013,38026500
9871,34,34311216,38140000
9872,35,38641255,37262000
9873,46,3262-245,85555000
9874,35,34561288,37524000
9875,35,35571036,35420000
9876,62,35176193,74475115
9877,35,32641133,37110000
9878,51,35631387,93900000
9879,54,3013-996,95110900
9880,11,33793207,13201305
9881,34,38331136,38760000
9882,19,32413603,13032385
9883,16,36380565,14070670
9884,21,24071425,30120020
9885,99,88087895,65888000
9886,19,21383100,13088260
9887,33,3536-122,39800224
9888,17,38471108,15320000
9889,24,33556454,27542170
9890,14,36522322,17300000
9891,21,26671595,26015011
9892,22,26241014,28960000
9893,21,26714409,25585521
9894,35,36621452,37517000
9895,12,31524129,12600005
9896,61,34478689,70862530
9897,19,34338554,13400060
9898,64,34541006,75600000
9899,37,33241250,35585000
9900,31,34814663,30260100
9901,34,38512287,38840000
9902,17,34218640,15503027
9903,47,35255536,89170000
9904,74,36218800,44700000
9905,31,38925328,36570000
9906,35,35510811,37800000
9907,16,39423590,14170160
9908,11,49919550,93500000
9909,34,33122660,38060240
9910,19,32419298,13073370
9911,88,35221126,63475000
9912,17,35721611,15830000
9913,61,32246008,70343520
9914,11,37695736,99700000
9915,31,36515939,34800000
9916,83,32354841,58037700
9917,41,3078-770,82510160
9918,88,35181276,63645000
9919,27,33392953,29105200
9920,21,24973939,20750092
9921,27,3754-184,29890000
9922,17,3631-075,15775000
9923,28,35531401,29560000
9924,31,34483200,31620340
9925,15,33550799,18240000
9926,19,34912546,13360000
9927,65,36462279,78058000
9928,14,34131508,17502270
9929,17,33451058,14700440
9930,55,32510329,97700000
9931,21,24071425,28030002
9932,14,36223994,17207400
9933,21,24722828,24360440
9934,11,45334699,13216000
9935,38,36761515,38610000
9936,37,33517513,35588000
9937,16,37274845,14402060
9938,21,2407-142,22451540
9939,35,32861326,37134000
9940,21,24071425,25515000
9941,31,34824283,34710000
9942,11,44580222,91200000
9943,19,3486-153,13515000
9944,21,24071425,32651000
9945,66,35663041,78320000
9946,62,33381330,72960000
9947,22,38312284,28360000
9948,21,32716675,25070070
9949,21,32716675,21765230
9950,31,35531612,35410000
9951,61,36270424,72880000
9952,22,38520208,28460000
9953,16,32022438,14871450
9954,77,36612225,46430000
9955,19,34259090,13408025
9956,16,38351499,14530000
9957,16,36030154,14095000
9958,18,32654038,19600000
9959,17,35422881,14960000
9960,55,33541810,98995000
9961,63,32151430,77020014
9962,33,32311290,35120000
9963,33,36212666,39860000
9964,45,32540804,85960000
9965,33,35291347,35010172
9966,82,33361006,57036540
9967,62,33867753,76740000
9968,14,32371191,17026000
9969,71,32481060,41830000
9970,33,34111332,39700000
9971,81,3648-106,55720000
9972,43,3571-164,84940000
9973,12,36427283,12425190
9974,44,3133-123,86975000
9975,21,24071425,30310300
9976,31,35938117,32630050
9977,18,38761257,17990000
9978,31,36262595,33820170
9979,19,32360811,13012000
9980,15,3221-651,18051180
9981,17,32621181,15440000
9982,32,32014050,36780000
9983,49,35251991,89670000
9984,19,32695199,1305340
9985,12,38325854,11680000
9986,21,24071425,22410001
9987,27,37591162,29820000
9988,69,33422945,76997000
9989,22,38222990,28300000
9990,33,36241120,39864000
9991,64,35471231,75955000
9992,18,32751339,19500000
9993,55,99628308,98803010
9994,43,31581919,86200000
9995,11,32747400,18602092
9996,67,3668-362,79500000
9997,19,35615372,13635098
9998,17,35221177,15800030
9999,62,3379-185,76450000
10000,69,34516299,76970000
10001,15,32271624,18013003
10002,27,92385118,29650000
10003,51,30857110,90560005
10004,34,32317778,38400130
10005,21,24071425,87013070
10006,44,35227706,87360000
10007,87,39292900,56670000
10008,19,36721150,13650000
10009,22,25223108,28623410
10010,35,34551288,37568000
10011,19,38853926,13344000
10012,14,32844387,17280000
10013,16,32623756,14900000
10014,77,3444-292,46140000
10015,62,33711275,76600000
10016,33,34141207,39735000
10017,27,32006040,29215010
10018,33,36214147,39860000
10019,38,35271160,39660000
10020,67,33240706,79002430
10021,31,38264325,35162462
10022,31,37411303,36420000
10023,31,32705911,30170120
10024,16,33742585,13560011
10025,16,37013613,14400770
10026,21,2407-142,28907410
10027,21,27523000,20720012
10028,31,3742-219,36420000
10029,61,3394-533,72593305
10030,21,24722828,21350300
10031,17,35221404,15806315
10032,38,36764668,38610000
10033,64,36812017,76105000
10034,16,3262-890,14900000
10035,22,38241798,28300000
10036,35,34311613,37600000
10037,17,33255656,14780059
10038,94,33311965,68570000
10039,34,38421362,38500000
10040,32,34441443,3574
10041,22,38311432,28360000
10042,16,33426745,14940000
10043,61,34912254,74675830
10044,35,32211100,37002090
10045,74,36392159,44715000
10046,21,27523000,20521070
10047,16,39521304,14750000
10048,14,34963636,17606110
10049,31,3292-656,30110001
10050,84,32037053,59133090
10051,19,38822222,13150000
10052,37,373732,35660000
10053,62,33531925,76380000
10054,32,3343-114,36290000
10055,31,38961135,36585000
10056,16,21338857,14020290
10057,17,32223656,15010090
10058,21,22051583,22230000
10059,18,38611590,17880000
10060,14,37324089,18700100
10061,17,32323257,15010100
10062,81,31270388,50020000
10063,17,32671317,15110000
10064,37,32360049,35660172
10065,11,40283605,13320000
10066,17,35631014,15410000
10067,41,32626771,80050510
10068,79,3179-471,49010110
10069,11,32747417,13280000
10070,21,24722828,23050360
10071,31,35613351,35450000
10072,48,36441678,88790000
10073,21,24071425,33105440
10074,37,32123344,35501168
10075,27,37241249,29725000
10076,18,33211718,19807155
10077,19,38353479,13334170
10078,14,37336191,18705080
10079,32,33336599,36201302
10080,62,35511126,75240000
10081,27,31358001,29090410
10082,16,37209888,14406705
10083,45,3573-283,85864000
10084,38,35312535,39100000
10085,63,33721274,77370000
10086,33,34341224,39784000
10087,69,36431122,76952970
10088,16,33365541,14802285
10089,21,26352265,24800000
10090,19,36471178,13715000
10091,11,40381871,13230000
10092,31,38526060,35930003
10093,34,34242041,38240000
10094,61,3378-281,72235542
10095,62,3357-639,76400000
10096,21,26182430,26182430
10097,19,3234-806,13042105
10098,19,34834646,13520000
10099,82,32891314,57840000
10100,1,1935273,13505380
10101,31,34261731,33200000
10102,21,24071425,26210060
10103,21,2125576,22220001
10104,27,33164384,29142342
10105,47,3653-168,89370000
10106,64,36541608,75870000
10107,31,37311090,36415000
10108,19,38617897,13847111
10109,61,3084-911,72110800
10110,31,38585130,35986000
10111,34,32153012,38401048
10112,27,33398718,29103025
10113,34,38510888,38840000
10114,42,30242010,80610260
10115,82,35201353,57360000
10116,16,33321687,14807065
10117,27,32514301,29178270
10118,31,34853235,34700190
10119,19,3654-192,13995000
10120,21,2407-142,20520054
10121,83,34312372,58865000
10122,27,33298594,29102240
10123,62,33711876,76600000
10124,33,35291342,45960000
10125,69,34412543,76963890
10126,33,34111052,39700000
10127,48,30255177,88015100
10128,31,32705823,32072170
10129,19,36721428,13650000
10130,21,27523000,22440033
10131,35,38412134,37220000
10132,37,34331196,37928000
10133,11,3769-573,11600000
10134,55,35372100,98920000
10135,46,35721266,85598000
10136,14,32621708,17120000
10137,19,38661103,13835000
10138,17,3453-235,15570000
10139,21,2547-800,22031070
10140,11,33472800,5022000
10141,37,33831544,35547000
10142,11,32747400,13041150
10143,14,34713387,17400000
10144,33,35291300,45820011
10145,16,33861798,15980000
10146,31,35921805,32530520
10147,49,32254539,88504430
10148,31,3822-916,35164253
10149,27,37624131,29967000
10150,62,32815138,74823050
10151,21,24722828,26210170
10152,75,36602139,44655000
10153,21,27471314,2489000
10154,62,32742976,74280150
10155,32,34412873,36700000
10156,33,35291342,39970000
10157,11,40282324,13320000
10158,33,36271226,39873000
10159,31,33747280,30514000
10160,35,35218356,37900520
10161,62,32733195,74890660
10162,46,35815400,85660000
10163,19,35713523,13610080
10164,19,34914107,13360000
10165,62,33133333,77475000
10166,19,38630118,13970190
10167,38,38211373,39440000
10168,19,35412453,13607061
10169,11,40245767,13309050
10170,19,36085157,13720000
10171,38,3221-400,39400000
10172,31,38514413,35930003
10173,31,3846-180,35170150
10174,27,33593216,29117310
10175,21,24071425,21810012
10176,16,37251243,14401234
10177,18,32216006,1901081
10178,11,32747417,11702200
10179,34,33321414,38010040
10180,31,34986566,31310240
10181,11,32747400,11030301
10182,34,32389225,38414016
10183,11,37695736,12947000
10184,85,3328-110,62764000
10185,18,3659-135,16210000
10186,12,39740262,12260000
10187,22,27268501,28030002
10188,38,36471348,38690000
10189,28,35531211,29560000
10190,43,35661300,86420000
10191,11,40146647,13260000
10192,33,35291342,39960000
10193,22,27268650,28035175
10194,37,32615524,35590000
10195,34,32812510,38430000
10196,19,32891045,13084012
10197,28,3533-127,29290000
10198,31,35352411,35670000
10199,64,34303131,75530275
10200,28,99957-57,29360000
10201,19,35835050,13690000
10202,34,33173000,38026500
10203,19,3824-404,13940000
10204,31,88317757,36550000
10205,41,30189811,80240001
10206,16,36650693,14350000
10207,32,34461333,36750000
10208,21,25271000,22270000
10209,16,3392-452,14820000
10210,34,32141344,38400112
10211,88,3515-231,63100080
10212,62,91004229,76365000
10213,11,32747400,74343010
10214,21,24722828,20720010
10215,18,38621032,17860000
10216,19,36726584,13650000
10217,16,32527382,15900000
10218,11,41361344,18147000
10219,22,3852-184,28460000
10220,11,37695736,89802002
10221,11,37695736,13419155
10222,61,33641065,71625205
10223,61,3244-982,70344530
10224,21,24147057,23045830
10225,21,24071425,22060001
10226,14,35411183,16370000
10227,11,31045786,1003000
10228,15,32422414,18110000
10229,85,32863054,60335480
10230,31,34624134,30720340
10231,31,34762151,31360310
10232,32,34412529,36700000
10233,21,24071425,21380003
10234,32,33612102,36280000
10235,19,35711019,13610000
10236,22,25234551,28613560
10237,33,35291347,45995046
10238,11,37695736,80050010
10239,21,26378507,24900000
10240,33,3421-519,39740000
10241,27,32571335,29670000
10242,18,36422292,16200052
10243,27,33612958,29220730
10244,18,3283-244,19275000
10245,31,34414933,31560300
10246,43,35512946,86490000
10247,35,36622405,37517000
10248,66,34891940,78675000
10249,77,34712095,46190000
10250,35,32313644,37410000
10251,21,26551798,25520640
10252,37,33715110,37925000
10253,11,32747400,40160030
10254,27,37241104,29725000
10255,11,37695736,74230100
10256,31,35352563,35670
10257,21,33901828,20710080
10258,79,3651-251,49390000
10259,18,3371-130,19840000
10260,11,37695736,86050460
10261,21,33562634,23050310
10262,85,32744400,60872820
10263,62,33173288,75143150
10264,31,36374653,33120550
10265,83,3531-204,58900000
10266,66,3401-507,78600000
10267,31,33734344,30460380
10268,42,32371194,84240000
10269,31,38482699,35180207
10270,31,36726570,34505750
10271,16,32532919,15900000
10272,35,32672355,37195000
10273,32,88744020,36092235
10274,21,36595948,25025000
10275,27,33698581,29141560
10276,18,37223872,16900010
10277,64,36415609,75920000
10278,27,33361513,29145405
10279,17,38331298,15650000
10280,16,39646393,14090200
10281,47,3396-697,88350701
10282,18,35213371,17800000
10283,21,24071425,22010120
10284,15,32481498,18150000
10285,37,32261266,35519000
10286,17,36312245,15775000
10287,62,3283-370,74980020
10288,18,36422471,16200000
10289,21,36032424,24355090
10290,67,35243691,79620040
10291,62,3313-333,75023150
10292,15,32831410,18500000
10293,32,35361149,36540000
10294,27,32529415,29175494
10295,62,32451870,74180040
10296,19,35545088,13616443
10297,31,33840967,30640000
10298,27,33790404,29116680
10299,35,36441249,37508000
10300,22,27221093,28035053
10301,19,34226474,13400060
10302,35,35531163,37805000
10303,79,35441776,49290000
10304,21,32716675,22280004
10305,28,35426268,29360000
10306,19,38732788,13170380
10307,32,34214357,36770069
10308,17,35522242,15850000
10309,31,36451313,33200000
10310,66,3557-131,78563000
10311,32,32342599,36031130
10312,21,2752-300,37550000
10313,17,34852266,15520000
10314,55,37851035,98765000
10315,49,33532065,89825000
10316,31,32928817,30190120
10317,31,33218608,30664780
10318,33,33536248,35345000
10319,21,25272527,22270010
10320,27,3756-289,29850000
10321,15,3282-404,18530000
10322,33,35291300,35162410
10323,21,27612408,26125400
10324,31,36812584,33400000
10325,31,38321274,35960000
10326,31,38571245,35440000
10327,48,32573191,88123001
10328,37,33841819,35514000
10329,31,3455-018,33200000
10330,28,35532614,29560000
10331,15,35422502,18300005
10332,21,2407-142,26210060
10333,43,35671172,84220000
10334,16,33751309,13572090
10335,21,24722828,22220020
10336,11,37695736,20735080
10337,15,32175166,18053505
10338,33,35211666,35020220
10339,33,32217055,35030210
10340,21,2752-300,37701000
10341,21,22677212,22060000
10342,38,35611270,38770000
10343,35,32924720,37130000
10344,49,33470744,89840000
10345,14,33861393,18890000
10346,31,38472019,35181619
10347,11,45345210,13253200
10348,45,3286-202,85790000
10349,11,38131132,5444070
10350,64,3645-409,75960000
10351,31,33717054,30430290
10352,62,3362-123,76550000
10353,18,32220249,19042000
10354,64,9305-836,75635000
10355,86,32651418,64120000
10356,51,32231213,90650002
10357,62,33473652,76410000
10358,11,32747400,74083010
10359,34,33121126,38061000
10360,17,32452708,15200000
10361,21,32147800,21810011
10362,45,3252-345,85900020
10363,11,44113012,12942550
10364,34,36616450,38183042
10365,31,32641840,30320570
10366,17,33312076,14790000
10367,35,35911753,37958000
10368,22,38238127,28300000
10369,19,38795380,13190000
10370,55,33140671,98801690
10371,53,32812024,96030002
10372,19,32273815,13060020
10373,18,37042164,15370000
10374,11,32747400,37550000
10375,14,36441664,17350000
10376,33,33311380,36900000
10377,19,35331129,13500313
10378,11,44818002,12900480
10379,17,38461167,15580000
10380,51,36264635,95560000
10381,77,34752750,46170000
10382,35,35712402,37890000
10383,66,35691073,78655000
10384,17,35633102,15410000
10385,83,99980168,58870000
10386,88,3637-212,62260000
10387,31,36382613,33902310
10388,33,33442101,36980000
10389,12,39346975,12230000
10390,62,32086298,74770270
10391,77,34342147,45190000
10392,71,36419411,48110000
10393,55,33322022,98700000
10394,41,30323000,83601000
10395,66,34011626,78600000
10396,66,35562900,78575000
10397,48,36588012,88750000
10398,11,21364850,13214610
10399,51,37412046,95800000
10400,85,32138686,61658080
10401,84,9405-822,59460000
10402,45,30961500,85814760
10403,66,34071000,78600000
10404,16,33829531,15997020
10405,55,37942211,98470000
10406,34,36618223,38180252
10407,15,32264883,18074621
10408,44,34631774,87660000
10409,38,37213102,35790000
10410,32,37451039,36832000
10411,19,36725891,13650000
10412,41,32293344,81070001
10413,35,35318037,37950000
