id,nu_ddd_farmacia,nu_telefone_farmacia,nu_cep_farmacia
27201,54,33113091,99020120
27202,37,32261717,35519000
27203,51,37410706,95800000
27204,48,36212200,88720000
27205,42,32527647,84130000
27206,37,32263792,35519000
27207,63,34661375,77710000
27208,17,33611435,14730000
27209,63,33571218,77470000
27210,87,38581092,55280000
27211,19,34668131,13460000
27212,47,36354340,89286318
27213,19,33271640,13060222
27214,41,36631531,83408280
27215,62,33551320,76680000
27216,88,99308120,63645000
27217,24,33489740,27240190
27218,77,32611854,45700000
27219,34,36311482,38950000
27220,51,35664444,93135000
27221,35,36411777,37530000
27222,19,32332468,13041730
27223,31,34872316,31050550
27224,83,34411033,58884000
27225,34,34117249,38282000
27226,32,32236988,36088000
27227,61,36256117,72880000
27228,62,32066104,75250000
27229,24,24711224,27700000
27230,81,33021710,50070270
27231,34,36711401,38800000
27232,61,32040132,72130065
27233,66,35522520,78520000
27234,21,38619002,20041002
27235,86,32274689,64025100
27236,35,34314294,37600000
27237,17,35221836,15800030
27238,22,38222379,28300000
27239,62,33474088,76410000
27240,55,33054050,98700000
27241,17,34633427,15600000
27242,86,33471625,64190000
27243,18,32633737,19360000
27244,16,34958735,14177375
27245,21,25961398,21235111
27246,67,34512285,79890000
27247,53,30276004,96030002
27248,51,3658-461,96745000
27249,42,35321218,84150000
27250,84,2154578,59104000
27251,19,38631333,13972330
27252,87,37734037,55385000
27253,49,33663233,89870000
27254,88,36171233,63750000
27255,67,35911568,79690000
27256,31,33818500,30626480
27257,66,34371224,78630000
27258,69,32148233,76829498
27259,48,32451750,88140000
27260,44,36621388,87480000
27261,37,33331700,35534000
27262,91,32154270,68721000
27263,54,32327533,95200000
27264,51,37514096,95960000
27265,31,21061300,35770000
27266,38,38212100,39440000
27267,43,35691289,84925000
27268,19,34331692,13401541
27269,15,33318922,18025770
27270,49,35222899,89600000
27271,44,32333376,86975000
27272,84,33151500,59633560
27273,12,38879065,11671000
27274,73,32941711,45836000
27275,11,40367948,12970000
27276,27,32372510,29090060
27277,89,34451334,64545000
27278,61,21964850,71591305
27279,55,33661104,97685000
27280,54,33631200,99680000
27281,21,39751998,21931370
27282,18,33246894,19802182
27283,61,32040132,72120190
27284,32,3721-441,36880000
27285,47,3444-011,89240000
27286,37,32250855,35519000
27287,53,32622484,96330000
27288,18,32693131,19200000
27289,67,34711206,79960000
27290,54,9603-986,95320000
27291,47,33380900,89053200
27292,16,32036721,14870160
27293,63,33511163,77403010
27294,91,40081000,66033590
27295,84,32154570,59104000
27296,27,37681258,29845000
27297,92,21233535,69077000
27298,18,36421998,16200085
27299,51,37143911,95900000
27300,41,35678440,81020010
27301,66,96138228,78760000
27302,85,4338633,60010450
27303,55,33127064,98805430
27304,44,35421430,87345000
27305,66,34221263,78730270
27306,17,32119518,15090000
27307,51,37221340,96508001
27308,11,40295637,13323570
27309,15,32675309,18195000
27310,74,36125251,48908140
27311,53,32268080,96095030
27312,54,35281111,99760000
27313,43,35345600,86430000
27314,64,36616700,75830000
27315,24,33454000,27213020
27316,53,30271638,96020080
27317,64,36971138,75730000
27318,83,32332153,58078000
27319,71,32433512,40325281
27320,62,33791392,76450000
27321,11,44115054,12947000
27322,88,36581107,62220000
27323,62,30983311,75025090
27324,38,38313000,39520000
27325,99,36451427,65750000
27326,85,33412266,61940000
27327,55,32016700,98860000
27328,16,3242800,15910000
27329,64,3404-398,75536010
27330,82,35236828,57260000
27331,91,32191026,67110000
27332,83,32476444,58039000
27333,51,34501099,93230440
27334,33,33121243,36955000
27335,51,36269900,95585000
27336,18,36239526,16025050
27337,19,35815815,13660000
27338,49,36471860,89887000
27339,82,33254178,57035972
27340,71,32058257,41830000
27341,41,36211614,83404000
27342,63,36023052,77600000
27343,11,38863097,25569900
27344,21,27341315,28800000
27345,83,33921588,58440000
27346,21,26832114,26600000
27347,45,35772332,85851970
27348,37,33513016,35588000
27349,81,36351545,58328000
27350,19,36723389,13650000
27351,43,34334603,89820000
27352,79,32885297,49580000
27353,21,27684404,26030010
27354,14,33266754,19911721
27355,62,33232209,76300000
27356,91,32191039,66075000
27357,53,32279917,96015440
27358,21,26371000,24900000
27359,61,34272020,71680363
27360,89,34461260,64565000
27361,21,32716675,20910060
27362,75,33322200,46930000
27363,32,35410260,36500000
27364,22,25510824,28450000
27365,61,34354183,71900100
27366,41,33435711,80250210
27367,48,32556700,88780000
27368,21,22338989,20071000
27369,88,34271592,63870000
27370,73,32961855,45960000
27371,34,38512828,38840000
27372,15,3251-737,18270310
27373,12,39447422,12229000
27374,11,22744844,11668000
27375,11,45821184,13214101
27376,31,37512063,35498000
27377,37,32316776,35661131
27378,35,35611858,37150000
27379,84,36083191,59152600
27380,16,37028800,14404213
27381,18,36921278,16290000
27382,35,36511832,37660000
27383,22,27673088,28430000
27384,55,33225656,98005020
27385,98,32183938,65065470
27386,82,36281120,63515000
27387,34,36711391,38800000
27388,22,38422892,28390000
27389,44,33611400,87506370
27390,37,34261789,38970000
27391,24,33221072,27345310
27392,83,3471-127,58713000
27393,81,35371375,55636000
27394,19,34434760,13481670
27395,43,34723768,86870000
27396,32,34620343,36660000
27397,61,33152569,72450090
27398,84,34227070,59607300
27399,45,33244947,85803440
27400,62,3347-215,76390000
27401,16,39191087,14031190
27402,15,35242790,18409260
27403,33,35271319,39855000
27404,51,40091057,96640970
27405,69,33471734,76916000
27406,67,33143737,79044350
27407,33,32471446,35280000
27408,67,34681270,79710000
27409,49,33463637,89850000
27410,18,37881222,16950000
27411,43,35358951,84200000
27412,62,39452006,74423926
27413,27,33435555,29144340
27414,47,3358-059,89157000
27415,32,84012746,36235000
27416,14,34336165,17519000
27417,85,858543,60175000
27418,51,32466660,91740001
27419,18,36021112,16220000
27420,17,34721160,15190000
27421,46,35252090,85615000
27422,51,34742233,93220660
27423,31,37511747,35490000
27424,61,36310120,73801010
27425,85,3152910,59600000
27426,89,35216868,64800000
27427,88,3412-999,63900000
27428,35,34224222,37550000
27429,64,35701255,76180000
27430,54,35228979,99700000
27431,85,4527777,60325002
27432,51,35933613,93320010
27433,38,35211373,39670000
27434,87,38355280,55200000
27435,77,34521583,46490000
27436,81,37221073,55002190
27437,62,33133333,75105260
27438,62,32086011,75250000
27439,42,32751579,84300000
27440,14,34912726,17600640
27441,87,38640024,56320600
27442,64,36291410,75915000
27443,21,27615185,26165110
27444,11,44120060,12940260
27445,66,34782177,78640000
27446,34,32464010,38443077
27447,14,35522197,16450000
27448,37,32229050,35500155
27449,51,34536356,93224150
27450,83,4338620,60325004
27451,55,33133484,98801570
27452,66,33861522,78435000
27453,64,34161416,75650000
27454,61,32040155,72425060
27455,17,33613400,14730000
27456,17,36361281,15740000
27457,16,32525950,15900000
27458,42,35621101,84630000
27459,62,33961216,76650000
27460,64,34535285,75690000
27461,13,32252551,11075001
27462,67,36693444,79500000
27463,81,37551191,55140000
27464,11,41361585,18147000
27465,47,33948846,89130000
27466,53,32615558,96300000
27467,61,36312933,73801450
27468,18,32652415,19600000
27469,83,33971320,58410000
27470,98,32122100,51030300
27471,22,27851505,28180000
27472,33,32981584,35195000
27473,46,35521104,85760000
27474,35,32671673,37120000
27475,17,38431227,15685000
27476,44,36224513,87502000
27477,19,35617770,13631110
27478,43,35675096,84220000
27479,41,36591319,83480000
27480,91,3219-104,66615005
27481,62,32588383,74930530
27482,87,38681499,56360000
27483,51,35723163,93025120
27484,22,2764-029,28890000
27485,27,32581025,29680000
27486,81,36220281,55825000
27487,51,35621043,93180000
27488,34,32121712,38407444
27489,66,34791136,78625000
27490,51,37147356,95900000
27491,73,35265555,45202130
27492,31,38911223,36570000
27493,33,35217454,39802014
27494,49,32443110,89540000
27495,31,35119266,32676588
27496,86,32641365,64110000
27497,11,32881198,19273000
27498,48,32637034,88200000
27499,48,30522760,88705001
27500,42,34121127,84430000
27501,51,37511151,95960000
27502,77,34543957,46400000
27503,27,33610481,29200260
27504,32,37541358,36810000
27505,61,36228557,72800550
27506,61,33641594,71680603
27507,62,33161392,75134680
27508,82,21261704,55014000
27509,85,33291201,29122036
27510,99,3639-090,65470000
27511,37,33513210,35588000
27512,34,34239323,38200000
27513,34,32641177,38310000
27514,44,32471397,86770000
27515,64,34471047,75680000
27516,81,33014244,51110131
27517,35,38671302,37264000
27518,15,35423671,18300310
27519,21,27171547,24020110
27520,21,27569288,21230770
27521,61,33467167,70390904
27522,31,37794888,35700549
27523,54,33451283,99170000
27524,54,33521276,99870000
27525,41,36791522,83430000
27526,51,37486670,95900970
27527,61,82180060,71010622
27528,54,30156990,99700000
27529,64,36822088,76110000
27530,46,35401468,85730000
27531,61,34487900,70760515
27532,17,33231087,14780360
27533,61,82180083,72215177
27534,55,32611541,97200000
27535,48,36264332,88701470
27536,35,32142394,37044105
27537,31,38266365,35164165
27538,61,82180042,70757520
27539,42,35220707,89400000
27540,33,33411052,36970000
27541,21,26590533,25900000
27542,21,24552828,21620190
27543,45,35271000,85865190
27544,61,82180022,72210182
27545,66,34961178,78785000
27546,64,35471252,75955000
27547,51,35415121,95600000
27548,54,32061879,95115970
27549,19,35611678,13631040
27550,19,35420072,13601010
27551,14,33725130,18900000
27552,22,25344261,28650000
27553,18,33246041,19814360
27554,45,30385762,85803127
27555,61,36212992,72800680
27556,49,36640246,89891000
27557,61,33560230,71974000
27558,88,35151092,63640000
27559,61,35610043,72010120
27560,51,3616-404,96920000
27561,81,36482134,55720000
27562,17,32451485,15200000
27563,48,35331258,88960000
27564,47,3353-120,89135000
27565,51,35754979,93130000
27566,62,32981045,74480800
27567,51,37516538,95960000
27568,51,21296400,93546000
27569,46,21012600,85530000
27570,51,35521118,93940000
27571,33,33311355,36930000
27572,61,32720205,70765520
27573,61,32347423,70673611
27574,34,34111483,38280000
27575,48,3243-601,88160000
27576,51,37151577,96810000
27577,45,32688500,85892000
27578,24,22427162,25620040
27579,61,82180041,71680120
27580,54,33241036,98200000
27581,41,32686115,80010120
27582,17,32751193,15150000
27583,49,36341326,89899000
27584,51,37133044,96810110
27585,21,38166969,22031010
27586,64,36561278,75813000
27587,17,35641196,15870000
27588,45,32233131,85807700
27589,71,34920717,41905615
27590,61,82180036,73010700
27591,61,82180048,70232535
27592,14,32364297,17054300
27593,51,36751130,96770000
27594,93,37931294,68330000
27595,42,34462164,84400000
27596,81,30331491,50060902
27597,32,33719818,36300195
27598,87,38311533,56870000
27599,81,37412000,55125000
27600,18,37221403,16900023
27601,19,39024044,13825000
27602,12,39612042,12312000
27603,87,38351210,55200000
27604,47,34436070,89249000
27605,95,36271234,69312242
27606,21,24138966,21710000
27607,41,34732678,83260000
27608,32,36902305,36025000
27609,27,33367836,29147795
27610,14,33261514,19905111
27611,31,3531-175,32600125
27612,88,35634069,63430000
27613,28,35581157,29550000
27614,34,32557153,38401428
27615,17,35224375,15805070
27616,34,34541838,38290000
27617,27,32506107,29199521
27618,21,38650006,21032000
27619,37,35226168,35600000
27620,61,33751100,72237100
27621,43,32661003,86250000
27622,65,33762323,78460000
27623,21,27101000,24452001
27624,11,38863097,25020001
27625,24,33454017,23933005
27626,18,32821058,19280000
27627,61,36280960,72860448
27628,17,36321116,15700000
27629,15,35621262,18440000
27630,83,32225001,58015150
27631,55,32513203,97700000
27632,75,36902240,44645000
27633,61,33512374,72015070
27634,49,36540125,89982000
27635,14,33442802,18950000
27636,13,34192805,11790000
27637,85,33731165,62790000
27638,38,32512012,39390000
27639,19,3623-278,13872600
27640,35,35239309,37945000
27641,14,35721042,16600000
27642,48,35332260,88960000
27643,83,33396021,58432785
27644,27,33440753,29135000
27645,48,33531969,80035000
27646,18,32811667,19470000
27647,67,35651005,79570000
27648,44,35223293,87360000
27649,55,32325600,97300000
27650,84,32051566,59071210
27651,31,38371830,35970000
27652,75,33362209,46970000
27653,84,36054938,59070210
27654,31,38915775,36570000
27655,41,3398-243,83045210
27656,48,34344622,88830000
27657,83,32411522,58015460
27658,16,31723132,14540000
27659,33,32469081,35275000
27660,83,30106000,58105000
27661,19,38948162,13340480
27662,87,38480044,56640000
27663,44,34322566,87970000
27664,55,35381353,98918000
27665,11,45381448,13254260
27666,16,33921001,14820000
27667,31,32222431,30160310
27668,27,37691308,29950000
27669,64,36614005,75830000
27670,19,36312967,13870972
27671,33,37513322,39970000
27672,32,34222276,36772406
27673,17,3236-826,15040300
27674,62,33155570,75040040
27675,84,33812424,59965000
27676,21,27613129,26130050
27677,11,44021971,12940640
27678,65,33611105,78390000
27679,71,33751250,41635150
27680,64,36123639,75902080
27681,43,32421109,86130000
27682,61,36211714,72800010
27683,22,27811146,28160000
27684,75,36641779,45430000
27685,16,39519120,14010000
27686,34,33224100,38065065
27687,51,36714471,96180000
27688,34,38252266,38701398
27689,84,33560019,59910000
27690,64,36741262,76200000
27691,83,2148300,58043090
27692,14,38831659,18590000
27693,46,35234743,85601610
27694,71,32885520,42700000
27695,24,22493933,25615532
27696,84,32195629,59090000
27697,46,32271235,85520000
27698,15,32481272,18150000
27699,31,33214452,30672050
27700,99,36432787,65950000
27701,55,32516325,97700000
27702,31,38927060,36570000
27703,48,35830215,88955000
27704,54,36178021,99687000
27705,34,33219611,38022220
27706,18,35513806,17780000
27707,53,32438771,96450000
27708,44,35521333,87390000
27709,49,36461330,89890000
27710,49,35640592,89550000
27711,31,38429116,35171302
27712,48,36571999,88730000
27713,22,38551209,28470000
27714,85,33427486,61600040
27715,81,36791156,55530000
27716,51,36951657,95785000
27717,21,36617388,25275470
27718,83,32971097,58292000
27719,32,32245558,36047080
27720,21,26621911,26113400
27721,46,35381500,85670000
27722,88,35471843,63220000
27723,31,36835417,35830000
27724,19,38062220,13806019
27725,98,32122120,65051210
27726,41,30559902,83408280
27727,61,32332571,70655633
27728,17,31382660,15077030
27729,64,36366657,75800053
27730,98,36611120,65400000
27731,35,35341566,37955000
27732,55,32651378,96540000
27733,67,3474-150,79980000
27734,53,32212537,96030270
27735,69,32383623,76880000
27736,22,27236638,28010140
27737,94,37791294,68639000
27738,62,32125002,74005010
27739,42,34222755,84500000
27740,17,34451425,15550000
27741,32,37531849,36893000
27742,47,33455597,88385000
27743,62,35571112,75385000
27744,61,34844000,72415100
27745,42,34233335,84500000
27746,65,33243232,78008000
27747,55,35571214,98580000
27748,55,32223546,97050530
27749,71,3339-760,41110000
27750,17,32671616,15110000
27751,19,35771331,13540000
27752,22,26476250,28907080
27753,92,21233535,69057021
27754,62,32244441,74465539
27755,43,32671288,86270000
27756,35,36411869,37530000
27757,43,3055-211,86701000
27758,18,39096060,19063330
27759,77,34352396,45180000
27760,12,36723647,12120000
27761,24,33522115,27580000
27762,18,36062514,16700000
27763,41,35695543,81030100
27764,14,34861216,17650000
27765,63,33721116,77370000
27766,73,32392350,45680000
27767,17,34425144,15600000
27768,45,32841511,85960000
27769,61,32342191,70650373
27770,19,32663832,13056154
27771,33,32441500,35250000
27772,64,36611788,75830000
27773,65,32571268,78275000
27774,21,22885520,20520051
27775,27,32629350,29118040
27776,18,35214840,17800000
27777,21,33900396,21350302
27778,66,34225671,78740000
27779,87,38632923,56308340
27780,53,32291832,96076240
27781,62,33473261,76410000
27782,66,34121111,78810000
27783,61,82180056,70338540
27784,64,36841143,76120000
27785,75,36230399,44010110
27786,61,34873260,73070011
27787,47,33611865,88330332
27788,22,38411535,28380000
27789,61,39017359,72010120
27790,27,37612020,29930000
27791,62,33231916,76300000
27792,61,82180080,71950904
27793,55,32314792,97590000
27794,42,32781170,84250000
27795,43,35242142,86300000
27796,54,34511719,95700000
27797,19,3491-484,13360000
27798,19,35243580,13500512
27799,62,35111155,75240000
27800,49,35480003,89675000
27801,61,81600020,70763540
27802,14,32651964,17490000
27803,44,35221267,87360000
27804,61,81600052,72800010
27805,75,36582475,48415000
27806,55,32265669,97095745
27807,16,38260399,14620000
27808,24,22311320,25620001
27809,51,37151284,96830504
27810,61,32421005,70670615
27811,14,38481554,18690000
27812,61,33236930,70330535
27813,45,32381218,85478000
27814,43,35401196,86290000
27815,24,22721056,25880000
27816,62,33321163,75180000
27817,19,34339188,13405190
27818,62,33641818,76590000
27819,42,32735399,84261000
27820,86,99288223,64340000
27821,61,82180053,71660200
27822,62,33621444,76550000
27823,89,35311504,64890000
27824,99,36426934,65727000
27825,21,26714581,25065030
27826,54,34519720,95700000
27827,22,26304473,28927000
27828,98,34791735,65580000
27829,61,34612010,86840000
27830,11,45824960,13214295
27831,64,35641268,76170000
27832,35,37211188,37701013
27833,14,32643783,18685370
27834,61,39058368,70354520
27835,15,32310533,18075630
27836,14,36625500,17250000
27837,55,32812279,96570000
27838,19,36522084,13860000
27839,75,36591435,44450000
27840,41,36721036,83420000
27841,15,35471302,18310000
27842,35,38411502,37220000
27843,16,39821276,14230000
27844,54,32423330,95320000
27845,61,82180029,70377530
27846,48,32557369,88780000
27847,53,32581399,96590000
27848,34,38422700,38500000
27849,43,33411929,86030495
27850,24,33657316,23933005
27851,42,32266666,84025000
27852,61,32347423,70310500
27853,17,36324272,15700000
27854,64,34117744,75705220
27855,48,32420978,88132400
27856,66,34229805,78760000
27857,41,32686032,80010050
27858,19,36571629,13760000
27859,51,37191103,96835000
27860,65,36536615,78060450
27861,31,34274566,31720300
27862,19,36234638,13870100
27863,67,33861030,79083560
27864,61,32740191,70774510
27865,43,32751181,86701000
27866,71,32132024,41905000
27867,15,32321756,18095000
27868,31,36812822,33400000
27869,61,82180035,72215017
27870,44,5432283,85440000
27871,19,36621693,13770000
27872,61,82180049,70745550
27873,51,37153879,96835000
27874,41,32866320,81750450
27875,17,34213215,15500006
27876,62,33214477,75113180
27877,62,3336-157,72920000
27878,46,32431413,85540000
27879,46,35551319,85750000
27880,62,35414032,74810030
27881,54,33422173,99150000
27882,44,35252836,87300010
27883,79,32641043,49120000
27884,61,82180082,72025015
27885,62,32273535,74030100
27886,51,30552708,92500000
27887,64,34471112,75680000
27888,51,37141424,95900000
27889,18,37221820,16901257
27890,62,82180089,74645025
27891,34,32358288,38400262
27892,19,38294447,13276080
27893,61,82180098,72450150
27894,46,85460000,85460000
27895,21,37061388,24466460
27896,46,35521496,85760000
27897,21,37623581,26525001
27898,53,32212881,96030002
27899,55,33753029,98280000
27900,62,32924004,74555120
27901,54,33851604,99490000
27902,94,34241088,68551000
27903,51,37161686,95940000
27904,51,33466963,90560004
27905,27,37523737,29830000
27906,91,34421511,68738000
27907,32,32811655,36140000
27908,62,33672324,76550000
27909,83,32255200,58025760
27910,18,35281832,17730000
27911,24,27700000,27700000
27912,15,35651365,18480000
27913,54,32242111,95034000
27914,41,32524989,80030000
27915,41,32686032,80020100
27916,75,34751111,48180000
27917,24,22376009,25620110
27918,66,35521191,78520000
27919,61,35680323,71060611
27920,62,32025122,74650300
27921,84,3525-604,59598000
27922,87,38471180,56780000
27923,43,32701539,86225000
27924,19,35821472,13670000
27925,11,40127613,12955000
27926,55,32225448,97050003
27927,55,32312937,97590000
27928,35,32658244,37190000
27929,62,33246858,75023150
27930,51,37112371,96820050
27931,37,35451121,35622000
27932,62,32233073,74075040
27933,61,82180031,72415101
27934,44,30287610,87013100
27935,21,27710003,25020140
27936,21,26671018,26210180
27937,61,82180045,70306000
27938,88,35421953,63200000
27939,51,36529200,96750000
27940,81,36263550,55900000
27941,86,33431645,64240000
27942,18,32641277,19640000
27943,46,35321881,85460000
27944,84,32532259,59270000
27945,41,36791407,83430000
27946,44,36294006,87200000
27947,16,33365675,14804050
27948,61,33407472,70855010
27949,19,34683681,13465000
27950,84,33311257,59650000
27951,18,35291435,17700000
27952,83,33433090,58100500
27953,67,32601260,79530000
27954,61,82180038,71900100
27955,17,35211292,15807000
27956,51,32428999,91740001
27957,74,36418800,44940000
27958,77,34361117,45120000
27959,55,35130333,98900000
27960,54,35311355,99850000
27961,88,34481476,63680000
27962,62,39224262,74543440
27963,19,38062688,13800060
27964,31,32916539,30410580
27965,31,35381531,35740000
27966,32,34227960,36700000
27967,35,37222579,37701014
27968,79,32148570,49010000
27969,27,27681141,29845000
27970,69,35352363,78932545
27971,51,37181867,96880000
27972,15,35422902,18301145
27973,62,30994255,75053015
27974,71,32982207,43700000
27975,64,34161811,75650000
27976,41,30859447,81630060
27977,61,33545997,72135230
27978,42,32264940,84020380
27979,81,33013528,51030300
27980,31,38427600,35170150
27981,32,34631207,36720000
27982,51,30556838,92500000
27983,22,38221650,28300000
27984,75,32472409,44255000
27985,37,33351445,35537000
27986,18,33245337,19807221
27987,65,36942510,78110400
27988,67,35210860,79645150
27989,61,32040100,72535000
27990,41,35564622,83065260
27991,33,33141079,36950000
27992,27,32631034,29645000
27993,91,32191094,67200000
27994,49,36551469,89980000
27995,35,35631999,37948000
27996,81,35334050,55645000
27997,53,32411549,96400100
27998,92,21233535,69043720
27999,62,35501709,75360000
28000,49,35661065,89560000
28001,64,34317478,75503380
28002,37,35512121,35610000
28003,61,30392119,71660200
28004,73,35561097,45365000
28005,67,35651022,79570000
28006,54,33832309,99400000
28007,19,35271070,13506040
28008,54,35221941,99700000
28009,67,33855636,79083350
28010,48,32631450,88200000
28011,15,33881400,18160000
28012,49,35631728,89500000
28013,48,33553311,88780000
28014,55,32691235,97230000
28015,51,34313131,94135000
28016,91,32106280,66115970
28017,83,33612289,58135000
28018,88,3639-159,62265000
28019,51,34733988,93260030
28020,61,36152330,72850160
28021,53,32513585,96170000
28022,34,36714100,38800000
28023,24,33454017,24220030
28024,62,33541370,76420000
28025,69,34512160,78984000
28026,33,36242755,39864000
28027,47,34423663,89240000
28028,27,3340-942,29120005
28029,64,34116260,75703030
28030,16,32524967,15900000
28031,44,34321005,87970000
28032,47,36532500,89370000
28033,27,32363741,29150270
28034,48,35336100,88990000
28035,49,36430036,89930000
28036,84,33532258,59920000
28037,81,36921096,55450000
28038,41,32869191,81580000
28039,47,3345-112,88380000
28040,51,40091057,95555970
28041,12,38336172,11680000
28042,88,6772820,62010150
28043,31,38173882,35430229
28044,75,34223379,48010040
28045,42,36251311,85139400
28046,16,3725-781,14402450
28047,85,34787108,60350502
28048,19,38437707,13974340
28049,18,32843765,19274000
28050,55,35561066,98550000
28051,38,32281540,39340000
28052,55,35241172,98640000
28053,31,25573030,32340030
28054,51,30540007,94480500
28055,37,32471252,35695000
28056,55,35351919,98910000
28057,45,30273336,85851210
28058,84,34380134,59338000
28059,32,33511646,36212000
28060,14,36623047,17250000
28061,16,32581262,15940000
28062,33,37343174,39625000
28063,62,33551497,76680000
28064,16,32623890,14900000
28065,51,30197116,90880480
28066,31,36215408,33200000
28067,62,35051721,75380000
28068,21,26673868,26210060
28069,31,35515893,35400000
28070,47,33951500,89107000
28071,28,35422900,29360000
28072,61,82180065,71710520
28073,51,37421363,96900000
28074,61,82180059,70670513
28075,21,22885520,20550170
28076,33,30879100,39830000
28077,77,34832514,47640000
28078,89,34391177,64685000
28079,61,33490476,70874510
28080,62,33143750,75110330
28081,41,32686032,80410240
28082,43,33242002,86015010
28083,88,35671074,63340000
28084,48,36583342,88750000
28085,81,36341552,55780000
28086,14,36221223,17210000
28087,51,37144686,95900970
28088,15,32551315,18240000
28089,64,3408-120,75610000
28090,46,35341145,85575000
28091,48,30246085,88085201
28092,61,81600052,77020012
28093,61,82180042,71710520
28094,89,32922311,64400000
28095,21,26161000,24320570
28096,18,38721112,17920000
28097,61,34686472,71503501
28098,48,35390325,88970000
28099,49,33244432,89804001
28100,64,34313504,75503260
28101,93,35151760,68371025
28102,31,35535509,35412000
28103,21,26714454,25510292
28104,41,32686032,81770000
28105,44,30287610,87015290
28106,62,39052998,74230030
28107,55,32237600,97040000
28108,69,34513627,76970000
28109,62,32332574,74505011
28110,61,32347423,70310500
28111,61,33831414,71065620
28112,55,33531134,97950000
28113,21,26063156,24440470
28114,83,88003970,58100070
28115,48,30246528,88090000
28116,61,82180076,71901020
28117,31,36352319,33115330
28118,64,36141551,75920000
28119,22,38612150,28555000
28120,61,33541918,72120025
28121,71,32132024,41235000
28122,35,32421170,37496000
28123,44,36231718,87504030
28124,33,35222094,39800013
28125,24,33341064,27475000
28126,44,30287610,87023055
28127,37,32611990,35590000
28128,83,33156500,58100060
28129,62,33572354,76400000
28130,62,33531784,76380000
28131,35,33221239,37454000
28132,61,82180062,72010120
28133,64,35641216,76170000
28134,54,35271166,99835000
28135,32,35315547,36500000
28136,61,34846887,72491010
28137,21,37117297,24461550
28138,54,34537701,95700000
28139,16,37024668,14403462
28140,31,36890633,33400000
28141,33,32841178,35112000
28142,34,32356439,38406247
28143,61,35816763,71920540
28144,27,33381566,29164022
28145,42,35220808,84600000
28146,17,31219555,15025310
28147,31,34345046,31995280
28148,62,32101054,74573200
28149,54,35220066,99700000
28150,31,38585213,35986000
28151,41,30355120,83030640
28152,63,32242588,77001308
28153,64,34317596,75536010
28154,61,35682362,71020020
28155,88,36911443,63700000
28156,21,26655831,26220032
28157,53,32220069,96020000
28158,53,32524113,96600000
28159,41,33564122,82640350
28160,54,33413634,99900000
28161,14,32392239,17020690
28162,61,39058379,71625500
28163,19,38242182,13940000
28164,51,35611770,93600000
28165,62,33621763,76550000
28166,33,32251900,35020220
28167,35,32125720,37062460
28168,62,33371167,75190000
28169,71,33772741,42700000
28170,55,32238125,97010423
28171,62,33117172,75020260
28172,21,25670561,20520090
28173,62,33547011,72125160
28174,55,32126869,97020670
28175,18,36229399,16010000
28176,32,35761191,36513000
28177,88,36751498,63640000
28178,35,35239184,37994500
28179,83,3286-129,58326000
28180,18,38215747,17900000
28181,83,36331068,58188000
28182,98,34821156,65515000
28183,14,32644097,18681390
28184,24,33230955,27340300
28185,62,32875556,74303010
28186,27,3336-918,29150230
28187,34,38421501,38500000
28188,73,32918844,45995152
28189,63,33611290,77600000
28190,61,33266423,70842510
28191,67,34531240,79940000
28192,13,38414227,11920000
28193,61,33764400,72220225
28194,64,36211111,75901060
28195,64,36511169,75810000
28196,38,35411102,39150000
28197,32,32411517,3603310
28198,55,32361309,97210000
28199,54,33153980,99074360
28200,35,34321300,37605000
28201,21,2739-226,25900000
28202,31,38732400,35367000
28203,61,82180084,72318592
28204,61,39057519,70330515
28205,83,33315654,58100060
28206,31,38731338,35367000
28207,53,2231266,96065420
28208,61,3957602,71691083
28209,31,36870391,33400000
28210,16,33361050,14801180
28211,66,35213387,78580000
28212,17,33236612,14781
28213,62,6232519,76350000
28214,61,33447810,70673633
28215,45,32203633,85816294
28216,49,32411538,89520000
28217,37,33321356,35543000
28218,51,37192470,96810020
28219,19,32668915,13054000
28220,61,33812284,71936250
28221,16,33481359,14835000
28222,54,33451022,99170000
28223,48,35320027,88990000
28224,41,32686012,83321000
28225,82,35311736,57420000
28226,66,35117900,78560000
28227,16,38392727,14500000
28228,44,32642376,87111000
28229,27,32610463,29201010
28230,41,32895152,81935040
28231,61,32040100,72025015
28232,55,35631145,97980000
28233,21,27618217,26130000
28234,47,33651686,88340000
28235,31,38612242,35920000
28236,99,35327511,65940000
28237,66,35412100,78500000
28238,54,33413634,99900000
28239,16,33671558,14240000
28240,34,36631307,38170000
28241,44,36317372,87200000
28242,61,33892625,73360404
28243,15,32217521,18043004
28244,44,30287610,87010000
28245,21,22885520,20520054
28246,47,33822372,89120000
28247,48,36511100,88890000
28248,44,36411340,87240000
28249,54,34471619,95334000
28250,55,32312582,97590000
28251,43,32441261,86618000
28252,16,3266-153,14955000
28253,32,33531413,36213000
28254,19,38542797,13181250
28255,22,25371349,28640000
28256,54,33381287,99350000
28257,62,32874081,74320380
28258,79,31794722,49050000
28259,14,38481424,18690000
28260,67,32475990,79550000
28261,55,36172202,98595000
28262,55,33126611,98801650
28263,86,99288223,64345000
28264,61,39811900,73801010
28265,13,34558844,11750000
28266,61,34755107,71920540
28267,51,37152752,96810010
28268,43,36161155,84220000
28269,43,35641521,86450000
28270,62,35738920,74373270
28271,31,34627960,30730440
